CL	CL_plane	Name_identical	Related	Merged	Naked_merged
BDCM_CCLE	BDCM	BDCM_CCLE,BDCM_GDC		BDCM_CCLE,BDCM_GDC	BDCM
BDCM_GDC	BDCM	BDCM_CCLE,BDCM_GDC		BDCM_CCLE,BDCM_GDC	BDCM
BE-13_COSMIC	BE13	BE-13_COSMIC	PEER_CCLE,PEER_GDC	BE-13_COSMIC,PEER_CCLE,PEER_GDC	BE13,PEER
BE2-M17_COSMIC	BE2M17	BE2-M17_COSMIC		BE2-M17_COSMIC	BE2M17
BECKER_CCLE	BECKER	BECKER_CCLE,BECKER_COSMIC		BECKER_CCLE,BECKER_COSMIC	BECKER
BECKER_COSMIC	BECKER	BECKER_CCLE,BECKER_COSMIC		BECKER_CCLE,BECKER_COSMIC	BECKER
BEN_CCLE	BEN	BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC		BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC	BEN
BEN_COSMIC	BEN	BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC		BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC	BEN
BEN_EGA	BEN	BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC		BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC	BEN
BEN_GDC	BEN	BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC		BEN_CCLE,BEN_COSMIC,BEN_EGA,BEN_GDC	BEN
BFTC905_CCLE	BFTC905	BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC		BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC	BFTC905
BFTC-905_COSMIC	BFTC905	BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC		BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC	BFTC905
BFTC-905_EGA	BFTC905	BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC		BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC	BFTC905
BFTC-905_GDC	BFTC905	BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC		BFTC905_CCLE,BFTC-905_COSMIC,BFTC-905_EGA,BFTC-905_GDC	BFTC905
BFTC909_CCLE	BFTC909	BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC		BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC	BFTC909
BFTC-909_COSMIC	BFTC909	BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC		BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC	BFTC909
BFTC-909_EGA	BFTC909	BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC		BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC	BFTC909
BFTC-909_GDC	BFTC909	BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC		BFTC909_CCLE,BFTC-909_COSMIC,BFTC-909_EGA,BFTC-909_GDC	BFTC909
BHT-101_COSMIC	BHT101	BHT-101_COSMIC,BHT-101_GDC		BHT-101_COSMIC,BHT-101_GDC	BHT101
BHT-101_GDC	BHT101	BHT-101_COSMIC,BHT-101_GDC		BHT-101_COSMIC,BHT-101_GDC	BHT101
BHY_CCLE	BHY	BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC		BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC	BHY
BHY_COSMIC	BHY	BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC		BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC	BHY
BHY_EGA	BHY	BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC		BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC	BHY
BHY_GDC	BHY	BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC		BHY_CCLE,BHY_COSMIC,BHY_EGA,BHY_GDC	BHY
BICR10_COSMIC	BICR10	BICR10_COSMIC,BICR_10_EGA		BICR10_COSMIC,BICR_10_EGA	BICR10
BICR_10_EGA	BICR10	BICR10_COSMIC,BICR_10_EGA		BICR10_COSMIC,BICR_10_EGA	BICR10
BICR16_CCLE	BICR16	BICR16_CCLE,BICR_16_GDC		BICR16_CCLE,BICR_16_GDC	BICR16
BICR_16_GDC	BICR16	BICR16_CCLE,BICR_16_GDC		BICR16_CCLE,BICR_16_GDC	BICR16
BICR18_CCLE	BICR18	BICR18_CCLE,BICR_18_GDC		BICR18_CCLE,BICR_18_GDC	BICR18
BICR_18_GDC	BICR18	BICR18_CCLE,BICR_18_GDC		BICR18_CCLE,BICR_18_GDC	BICR18
BICR22_COSMIC	BICR22	BICR22_COSMIC,BICR_22_EGA,BICR_22_GDC		BICR22_COSMIC,BICR_22_EGA,BICR_22_GDC	BICR22
BICR_22_EGA	BICR22	BICR22_COSMIC,BICR_22_EGA,BICR_22_GDC		BICR22_COSMIC,BICR_22_EGA,BICR_22_GDC	BICR22
BICR_22_GDC	BICR22	BICR22_COSMIC,BICR_22_EGA,BICR_22_GDC		BICR22_COSMIC,BICR_22_EGA,BICR_22_GDC	BICR22
BICR31_CCLE	BICR31	BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC		BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC	BICR31
BICR31_COSMIC	BICR31	BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC		BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC	BICR31
BICR_31_EGA	BICR31	BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC		BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC	BICR31
BICR_31_GDC	BICR31	BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC		BICR31_CCLE,BICR31_COSMIC,BICR_31_EGA,BICR_31_GDC	BICR31
BICR56_CCLE	BICR56	BICR56_CCLE,BICR_56_GDC		BICR56_CCLE,BICR_56_GDC	BICR56
BICR_56_GDC	BICR56	BICR56_CCLE,BICR_56_GDC		BICR56_CCLE,BICR_56_GDC	BICR56
BICR6_CCLE	BICR6	BICR6_CCLE,BICR_6_GDC		BICR6_CCLE,BICR_6_GDC	BICR6
BICR_6_GDC	BICR6	BICR6_CCLE,BICR_6_GDC		BICR6_CCLE,BICR_6_GDC	BICR6
BICR78_COSMIC	BICR78	BICR78_COSMIC,BICR_78_EGA,BICR_78_GDC		BICR78_COSMIC,BICR_78_EGA,BICR_78_GDC	BICR78
BICR_78_EGA	BICR78	BICR78_COSMIC,BICR_78_EGA,BICR_78_GDC		BICR78_COSMIC,BICR_78_EGA,BICR_78_GDC	BICR78
BICR_78_GDC	BICR78	BICR78_COSMIC,BICR_78_EGA,BICR_78_GDC		BICR78_COSMIC,BICR_78_EGA,BICR_78_GDC	BICR78
BJAB_EGA	BJAB	BJAB_EGA		BJAB_EGA	BJAB
BL41_CCLE	BL41	BL41_CCLE,BL-41_COSMIC,BL-41_GDC		BL41_CCLE,BL-41_COSMIC,BL-41_GDC	BL41
BL-41_COSMIC	BL41	BL41_CCLE,BL-41_COSMIC,BL-41_GDC		BL41_CCLE,BL-41_COSMIC,BL-41_GDC	BL41
BL-41_GDC	BL41	BL41_CCLE,BL-41_COSMIC,BL-41_GDC		BL41_CCLE,BL-41_COSMIC,BL-41_GDC	BL41
BL70_CCLE	BL70	BL70_CCLE,BL-70_COSMIC,BL-70_GDC		BL70_CCLE,BL-70_COSMIC,BL-70_GDC	BL70
BL-70_COSMIC	BL70	BL70_CCLE,BL-70_COSMIC,BL-70_GDC		BL70_CCLE,BL-70_COSMIC,BL-70_GDC	BL70
BL-70_GDC	BL70	BL70_CCLE,BL-70_COSMIC,BL-70_GDC		BL70_CCLE,BL-70_COSMIC,BL-70_GDC	BL70
BONNA-12_COSMIC	BONNA12	BONNA-12_COSMIC		BONNA-12_COSMIC	BONNA12
BPH-1_COSMIC	BPH1	BPH-1_COSMIC		BPH-1_COSMIC	BPH1
BT20_CCLE	BT20	BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC		BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC	BT20
BT-20_COSMIC	BT20	BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC		BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC	BT20
BT-20_EGA	BT20	BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC		BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC	BT20
BT-20_GDC	BT20	BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC		BT20_CCLE,BT-20_COSMIC,BT-20_EGA,BT-20_GDC	BT20
BT474_CCLE	BT474	BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC		BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC	BT474
BT-474_COSMIC	BT474	BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC		BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC	BT474
BT-474_EGA	BT474	BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC		BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC	BT474
BT-474_GDC	BT474	BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC		BT474_CCLE,BT-474_COSMIC,BT-474_EGA,BT-474_GDC	BT474
BT483_CCLE	BT483	BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC		BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC	BT483
BT-483_COSMIC	BT483	BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC		BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC	BT483
BT-483_EGA	BT483	BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC		BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC	BT483
BT-483_GDC	BT483	BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC		BT483_CCLE,BT-483_COSMIC,BT-483_EGA,BT-483_GDC	BT483
BT549_CCLE	BT549	BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC		BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC	BT549
BT_549_CELLMINER	BT549	BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC		BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC	BT549
BT-549_COSMIC	BT549	BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC		BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC	BT549
BT-549_EGA	BT549	BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC		BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC	BT549
BT-549_GDC	BT549	BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC		BT549_CCLE,BT_549_CELLMINER,BT-549_COSMIC,BT-549_EGA,BT-549_GDC	BT549
BV173_CCLE	BV173	BV173_CCLE,BV-173_COSMIC,BV-173_GDC		BV173_CCLE,BV-173_COSMIC,BV-173_GDC	BV173
BV-173_COSMIC	BV173	BV173_CCLE,BV-173_COSMIC,BV-173_GDC		BV173_CCLE,BV-173_COSMIC,BV-173_GDC	BV173
BV-173_GDC	BV173	BV173_CCLE,BV-173_COSMIC,BV-173_GDC		BV173_CCLE,BV-173_COSMIC,BV-173_GDC	BV173
BXPC3_CCLE	BXPC3	BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC		BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC	BXPC3,BPC3
BXPC-3_COSMIC	BXPC3	BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC		BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC	BXPC3,BPC3
BXPC-3_EGA	BXPC3	BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC		BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC	BXPC3,BPC3
BxPC-3_GDC	BXPC3	BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC		BXPC3_CCLE,BXPC-3_COSMIC,BXPC-3_EGA,BxPC-3_GDC	BXPC3,BPC3
C170_EGA	C170	C170_EGA		C170_EGA	C170
C2BBE1_CCLE	C2BBE1	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC	CACO2_EGA	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC,CACO2_EGA	C2BBE1,C2BB1,CACO2
C2BBE1_COSMIC	C2BBE1	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC	CACO2_EGA	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC,CACO2_EGA	C2BBE1,C2BB1,CACO2
C2BBE1_EGA	C2BBE1	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC	CACO2_EGA	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC,CACO2_EGA	C2BBE1,C2BB1,CACO2
C2BBe1_GDC	C2BBE1	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC	CACO2_EGA	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBe1_GDC,CACO2_EGA	C2BBE1,C2BB1,CACO2
C32_CCLE	C32	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC	C32TG_EGA	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC,C32TG_EGA	C32,C32TG
C32_COSMIC	C32	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC	C32TG_EGA	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC,C32TG_EGA	C32,C32TG
C32_EGA	C32	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC	C32TG_EGA	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC,C32TG_EGA	C32,C32TG
C32_GDC	C32	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC	C32TG_EGA	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC,C32TG_EGA	C32,C32TG
C32TG_EGA	C32TG	C32TG_EGA	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC	C32_CCLE,C32_COSMIC,C32_EGA,C32_GDC,C32TG_EGA	C32,C32TG
C-33-A_COSMIC	C33A	C-33-A_COSMIC,C-33_A_EGA		C-33-A_COSMIC,C-33_A_EGA	C33A
C-33_A_EGA	C33A	C-33-A_COSMIC,C-33_A_EGA		C-33-A_COSMIC,C-33_A_EGA	C33A
C3A_CCLE	C3A	C3A_CCLE,C3A_COSMIC,C3A_EGA	HEPG2_CCLE,HEPG2_EGA,HEPG2_GDC	C3A_CCLE,C3A_COSMIC,C3A_EGA,HEPG2_CCLE,HEPG2_EGA,HEPG2_GDC	C3A,HEPG2
C3A_COSMIC	C3A	C3A_CCLE,C3A_COSMIC,C3A_EGA	HEPG2_CCLE,HEPG2_EGA,HEPG2_GDC	C3A_CCLE,C3A_COSMIC,C3A_EGA,HEPG2_CCLE,HEPG2_EGA,HEPG2_GDC	C3A,HEPG2
C3A_EGA	C3A	C3A_CCLE,C3A_COSMIC,C3A_EGA	HEPG2_CCLE,HEPG2_EGA,HEPG2_GDC	C3A_CCLE,C3A_COSMIC,C3A_EGA,HEPG2_CCLE,HEPG2_EGA,HEPG2_GDC	C3A,HEPG2
C-4-I_COSMIC	C4I	C-4-I_COSMIC		C-4-I_COSMIC	C4I
CA46_CCLE	CA46	CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC		CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC	CA46
CA46_COSMIC	CA46	CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC		CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC	CA46
CA46_EGA	CA46	CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC		CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC	CA46
CA46_GDC	CA46	CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC		CA46_CCLE,CA46_COSMIC,CA46_EGA,CA46_GDC	CA46
CA9-22_COSMIC	CA922	CA9-22_COSMIC		CA9-22_COSMIC	CA922
CACO-2_EGA	CACO2	CACO-2_EGA	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBE1_GDC	C2BBE1_CCLE,C2BBE1_COSMIC,C2BBE1_EGA,C2BBE1_GDC,CACO-2_EGA	C2BBE1,CACO2
CADOES1_CCLE	CADOES1	CADOES1_CCLE,CADO-ES1_COSMIC,CADO-ES1_GDC		CADOES1_CCLE,CADO-ES1_COSMIC,CADO-ES1_GDC	CADOES1
CADO-ES1_COSMIC	CADOES1	CADOES1_CCLE,CADO-ES1_COSMIC,CADO-ES1_GDC		CADOES1_CCLE,CADO-ES1_COSMIC,CADO-ES1_GDC	CADOES1
CADO-ES1_GDC	CADOES1	CADOES1_CCLE,CADO-ES1_COSMIC,CADO-ES1_GDC		CADOES1_CCLE,CADO-ES1_COSMIC,CADO-ES1_GDC	CADOES1
CAKI1_CCLE	CAKI1	CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC		CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC	CAKI1,C1
CAKI_1_CELLMINER	CAKI1	CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC		CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC	CAKI1,C1
CAKI-1_COSMIC	CAKI1	CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC		CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC	CAKI1,C1
CAKI-1_EGA	CAKI1	CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC		CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC	CAKI1,C1
Caki-1_GDC	CAKI1	CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC		CAKI1_CCLE,CAKI_1_CELLMINER,CAKI-1_COSMIC,CAKI-1_EGA,Caki-1_GDC	CAKI1,C1
CAKI2_CCLE	CAKI2	CAKI2_CCLE,CAKI-2_EGA,Caki-2_GDC		CAKI2_CCLE,CAKI-2_EGA,Caki-2_GDC	CAKI2,C2
CAKI-2_EGA	CAKI2	CAKI2_CCLE,CAKI-2_EGA,Caki-2_GDC		CAKI2_CCLE,CAKI-2_EGA,Caki-2_GDC	CAKI2,C2
Caki-2_GDC	CAKI2	CAKI2_CCLE,CAKI-2_EGA,Caki-2_GDC		CAKI2_CCLE,CAKI-2_EGA,Caki-2_GDC	CAKI2,C2
CAL120_CCLE	CAL120	CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC		CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC	CAL120
CAL-120_COSMIC	CAL120	CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC		CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC	CAL120
CAL-120_EGA	CAL120	CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC		CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC	CAL120
CAL-120_GDC	CAL120	CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC		CAL120_CCLE,CAL-120_COSMIC,CAL-120_EGA,CAL-120_GDC	CAL120
CAL12T_CCLE	CAL12T	CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC		CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC	CAL12T
CAL-12T_COSMIC	CAL12T	CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC		CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC	CAL12T
CAL-12T_EGA	CAL12T	CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC		CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC	CAL12T
CAL-12T_GDC	CAL12T	CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC		CAL12T_CCLE,CAL-12T_COSMIC,CAL-12T_EGA,CAL-12T_GDC	CAL12T
CAL148_CCLE	CAL148	CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC		CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC	CAL148
CAL-148_COSMIC	CAL148	CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC		CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC	CAL148
CAL-148_EGA	CAL148	CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC		CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC	CAL148
CAL-148_GDC	CAL148	CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC		CAL148_CCLE,CAL-148_COSMIC,CAL-148_EGA,CAL-148_GDC	CAL148
CAL27_CCLE	CAL27	CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC		CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC	CAL27
CAL-27_COSMIC	CAL27	CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC		CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC	CAL27
CAL_27_EGA	CAL27	CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC		CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC	CAL27
CAL_27_GDC	CAL27	CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC		CAL27_CCLE,CAL-27_COSMIC,CAL_27_EGA,CAL_27_GDC	CAL27
CAL29_CCLE	CAL29	CAL29_CCLE,CAL-29_COSMIC,CAL-29_GDC		CAL29_CCLE,CAL-29_COSMIC,CAL-29_GDC	CAL29
CAL-29_COSMIC	CAL29	CAL29_CCLE,CAL-29_COSMIC,CAL-29_GDC		CAL29_CCLE,CAL-29_COSMIC,CAL-29_GDC	CAL29
CAL-29_GDC	CAL29	CAL29_CCLE,CAL-29_COSMIC,CAL-29_GDC		CAL29_CCLE,CAL-29_COSMIC,CAL-29_GDC	CAL29
CAL33_CCLE	CAL33	CAL33_CCLE,CAL-33_COSMIC,CAL-33_GDC		CAL33_CCLE,CAL-33_COSMIC,CAL-33_GDC	CAL33
CAL-33_COSMIC	CAL33	CAL33_CCLE,CAL-33_COSMIC,CAL-33_GDC		CAL33_CCLE,CAL-33_COSMIC,CAL-33_GDC	CAL33
CAL-33_GDC	CAL33	CAL33_CCLE,CAL-33_COSMIC,CAL-33_GDC		CAL33_CCLE,CAL-33_COSMIC,CAL-33_GDC	CAL33
CAL-39_COSMIC	CAL39	CAL-39_COSMIC		CAL-39_COSMIC	CAL39
CAL51_CCLE	CAL51	CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC		CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC	CAL51
CAL-51_COSMIC	CAL51	CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC		CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC	CAL51
CAL51_EGA	CAL51	CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC		CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC	CAL51
CAL-51_GDC	CAL51	CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC		CAL51_CCLE,CAL-51_COSMIC,CAL51_EGA,CAL-51_GDC	CAL51
CAL54_CCLE	CAL54	CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC		CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC	CAL54
CAL-54_COSMIC	CAL54	CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC		CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC	CAL54
CAL_54_EGA	CAL54	CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC		CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC	CAL54
CAL-54_GDC	CAL54	CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC		CAL54_CCLE,CAL-54_COSMIC,CAL_54_EGA,CAL-54_GDC	CAL54
CAL62_CCLE	CAL62	CAL62_CCLE,CAL-62_COSMIC,CAL-62_GDC		CAL62_CCLE,CAL-62_COSMIC,CAL-62_GDC	CAL62
CAL-62_COSMIC	CAL62	CAL62_CCLE,CAL-62_COSMIC,CAL-62_GDC		CAL62_CCLE,CAL-62_COSMIC,CAL-62_GDC	CAL62
CAL-62_GDC	CAL62	CAL62_CCLE,CAL-62_COSMIC,CAL-62_GDC		CAL62_CCLE,CAL-62_COSMIC,CAL-62_GDC	CAL62
CAL-72_COSMIC	CAL72	CAL-72_COSMIC		CAL-72_COSMIC	CAL72
CAL78_CCLE	CAL78	CAL78_CCLE,CAL-78_COSMIC,CAL-78_GDC		CAL78_CCLE,CAL-78_COSMIC,CAL-78_GDC	CAL78
CAL-78_COSMIC	CAL78	CAL78_CCLE,CAL-78_COSMIC,CAL-78_GDC		CAL78_CCLE,CAL-78_COSMIC,CAL-78_GDC	CAL78
CAL-78_GDC	CAL78	CAL78_CCLE,CAL-78_COSMIC,CAL-78_GDC		CAL78_CCLE,CAL-78_COSMIC,CAL-78_GDC	CAL78
CAL851_CCLE	CAL851	CAL851_CCLE,CAL-85-1_COSMIC,CAL-85-1_EGA,CAL-85-1_GDC		CAL851_CCLE,CAL-85-1_COSMIC,CAL-85-1_EGA,CAL-85-1_GDC	CAL851
